Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
275,0.391851366,,,,,,,,,,,,,,,,,,
274,0.393781662,,,,,,,,,,,,,,,,,,
273,0.396112472,,,,,,,,,,,,,,,,,,
272,0.398271352,,,,,,,,,,,,,,,,,,
271,0.400377423,,,,,,,,,,,,,,,,,,
270,0.403178871,,,,,,,,,,,,,,,,,,
269,0.405158907,,,,,,,,,,,,,,,,,,
268,0.407574028,,,,,,,,,,,,,,,,,,
267,0.410259277,,,,,,,,,,,,,,,,,,
266,0.413846493,,,,,,,,,,,,,,,,,,
265,0.415406764,,,,,,,,,,,,,,,,,,
264,0.417437673,,,,,,,,,,,,,,,,,,
263,0.419764936,,,,,,,,,,,,,,,,,,
262,0.422457606,,,,,,,,,,,,,,,,,,
261,0.426064014,,,,,,,,,,,,,,,,,,
260,0.427948207,,,,,,,,,,,,,,,,,,
259,0.432002634,,,,,,,,,,,,,,,,,,
258,0.436335981,,,,,,,,,,,,,,,,,,
257,0.440067381,,,,,,,,,,,,,,,,,,
256,0.444495589,,,,,,,,,,,,,,,,,,
255,0.448611438,,,,,,,,,,,,,,,,,,
254,0.451768249,,,,,,,,,,,,,,,,,,
253,0.455341458,,,,,,,,,,,,,,,,,,
252,0.458945662,,,,,,,,,,,,,,,,,,
251,0.46387437,,,,,,,,,,,,,,,,,,
250,0.468313962,,,,,,,,,,,,,,,,,,
249,0.474058986,,,,,,,,,,,,,,,,,,
248,0.479212195,,,,,,,,,,,,,,,,,,
247,0.484997958,,,,,,,,,,,,,,,,,,
246,0.49347052,,,,,,,,,,,,,,,,,,
245,0.503393233,,,,,,,,,,,,,,,,,,
244,0.511169255,,,,,,,,,,,,,,,,,,
243,0.520328939,,,,,,,,,,,,,,,,,,
242,0.53054899,,,,,,,,,,,,,,,,,,
241,0.542632997,,,,,,,,,,,,,,,,,,
240,0.55400157,,,,,,,,,,,,,,,,,,
239,0.568790913,,,,,,,,,,,,,,,,,,
238,0.582954526,,,,,,,,,,,,,,,,,,
237,0.603176653,,,,,,,,,,,,,,,,,,
236,0.614581049,,,,,,,,,,,,,,,,,,
235,0.636720777,,,,,,,,,,,,,,,,,,
234,0.652548969,,,,,,,,,,,,,,,,,,
233,0.665845752,,,,,,,,,,,,,,,,,,
232,0.68837148,,,,,,,,,,,,,,,,,,
231,0.710771442,,,,,,,,,,,,,,,,,,
230,0.725623906,,,,,,,,,,,,,,,,,,
229,0.743899941,,,,,,,,,,,,,,,,,,
228,0.762715221,,,,,,,,,,,,,,,,,,
227,0.771329403,,,,,,,,,,,,,,,,,,
226,0.802789331,,,,,,,,,,,,,,,,,,
225,0.825340748,,,,,,,,,,,,,,,,,,
224,0.846541882,,,,,,,,,,,,,,,,,,
223,0.869370282,,,,,,,,,,,,,,,,,,
222,0.895306587,,,,,,,,,,,,,,,,,,
221,0.916396618,,,,,,,,,,,,,,,,,,
220,0.936338067,,,,,,,,,,,,,,,,,,
219,0.950874686,,,,,,,,,,,,,,,,,,
218,0.971907377,,,,,,,,,,,,,,,,,,
217,0.993846297,,,,,,,,,,,,,,,,,,
216,1.018371224,,,,,,,,,,,,,,,,,,
215,1.042956114,,,,,,,,,,,,,,,,,,
214,1.073144555,,,,,,,,,,,,,,,,,,
213,1.09636271,,,,,,,,,,,,,,,,,,
212,1.128186584,,,,,,,,,,,,,,,,,,
211,1.164197326,,,,,,,,,,,,,,,,,,
210,1.213827252,,,,,,,,,,,,,,,,,,
209,1.253563762,,,,,,,,,,,,,,,,,,
208,1.325029731,,,,,,,,,,,,,,,,,,
207,1.35477984,,,,,,,,,,,,,,,,,,
206,1.418563843,,,,,,,,,,,,,,,,,,
205,1.491200089,,,,,,,,,,,,,,,,,,
204,1.566395283,,,,,,,,,,,,,,,,,,
203,1.623214245,,,,,,,,,,,,,,,,,,
202,1.685639501,,,,,,,,,,,,,,,,,,
201,1.750571609,,,,,,,,,,,,,,,,,,
200,1.807983041,,,,,,,,,,,,,,,,,,
