Wavelength (nm),Abs,,,,,,,,,,,,,,,,,,
468,0.034705911,,,,,,,,,,,,,,,,,,
467,0.035777554,,,,,,,,,,,,,,,,,,
466,0.036723122,,,,,,,,,,,,,,,,,,
465,0.037628859,,,,,,,,,,,,,,,,,,
464,0.038551372,,,,,,,,,,,,,,,,,,
463,0.039488856,,,,,,,,,,,,,,,,,,
462,0.040447492,,,,,,,,,,,,,,,,,,
461,0.041374732,,,,,,,,,,,,,,,,,,
460,0.042059176,,,,,,,,,,,,,,,,,,
459,0.042811226,,,,,,,,,,,,,,,,,,
458,0.043618243,,,,,,,,,,,,,,,,,,
457,0.044350896,,,,,,,,,,,,,,,,,,
456,0.045116637,,,,,,,,,,,,,,,,,,
455,0.045865487,,,,,,,,,,,,,,,,,,
454,0.046669126,,,,,,,,,,,,,,,,,,
453,0.047256295,,,,,,,,,,,,,,,,,,
452,0.047918856,,,,,,,,,,,,,,,,,,
451,0.04886907,,,,,,,,,,,,,,,,,,
450,0.049579363,,,,,,,,,,,,,,,,,,
449,0.050252631,,,,,,,,,,,,,,,,,,
448,0.050829157,,,,,,,,,,,,,,,,,,
447,0.051457733,,,,,,,,,,,,,,,,,,
446,0.052187048,,,,,,,,,,,,,,,,,,
445,0.052770212,,,,,,,,,,,,,,,,,,
444,0.053592656,,,,,,,,,,,,,,,,,,
443,0.054247335,,,,,,,,,,,,,,,,,,
442,0.054863643,,,,,,,,,,,,,,,,,,
441,0.055412535,,,,,,,,,,,,,,,,,,
440,0.056036212,,,,,,,,,,,,,,,,,,
439,0.056753024,,,,,,,,,,,,,,,,,,
438,0.057346638,,,,,,,,,,,,,,,,,,
437,0.057920922,,,,,,,,,,,,,,,,,,
436,0.058507696,,,,,,,,,,,,,,,,,,
435,0.058938008,,,,,,,,,,,,,,,,,,
434,0.059520308,,,,,,,,,,,,,,,,,,
433,0.060178343,,,,,,,,,,,,,,,,,,
432,0.060801432,,,,,,,,,,,,,,,,,,
431,0.061395064,,,,,,,,,,,,,,,,,,
430,0.062007781,,,,,,,,,,,,,,,,,,
429,0.062812984,,,,,,,,,,,,,,,,,,
428,0.063451521,,,,,,,,,,,,,,,,,,
427,0.064018466,,,,,,,,,,,,,,,,,,
426,0.064772978,,,,,,,,,,,,,,,,,,
425,0.065514937,,,,,,,,,,,,,,,,,,
424,0.066321939,,,,,,,,,,,,,,,,,,
423,0.067146547,,,,,,,,,,,,,,,,,,
422,0.067964427,,,,,,,,,,,,,,,,,,
421,0.068688907,,,,,,,,,,,,,,,,,,
420,0.069530755,,,,,,,,,,,,,,,,,,
419,0.070360877,,,,,,,,,,,,,,,,,,
418,0.071398735,,,,,,,,,,,,,,,,,,
417,0.072241239,,,,,,,,,,,,,,,,,,
416,0.073231757,,,,,,,,,,,,,,,,,,
415,0.074253164,,,,,,,,,,,,,,,,,,
414,0.075187281,,,,,,,,,,,,,,,,,,
413,0.076195382,,,,,,,,,,,,,,,,,,
412,0.077351086,,,,,,,,,,,,,,,,,,
411,0.078265794,,,,,,,,,,,,,,,,,,
410,0.079278618,,,,,,,,,,,,,,,,,,
409,0.080416746,,,,,,,,,,,,,,,,,,
408,0.081466049,,,,,,,,,,,,,,,,,,
407,0.082651354,,,,,,,,,,,,,,,,,,
406,0.08385253,,,,,,,,,,,,,,,,,,
405,0.084842697,,,,,,,,,,,,,,,,,,
404,0.086011581,,,,,,,,,,,,,,,,,,
403,0.087261595,,,,,,,,,,,,,,,,,,
402,0.088550374,,,,,,,,,,,,,,,,,,
401,0.089927115,,,,,,,,,,,,,,,,,,
400,0.091140755,,,,,,,,,,,,,,,,,,
399,0.092378289,,,,,,,,,,,,,,,,,,
398,0.093840353,,,,,,,,,,,,,,,,,,
397,0.095411211,,,,,,,,,,,,,,,,,,
396,0.097356737,,,,,,,,,,,,,,,,,,
395,0.098526843,,,,,,,,,,,,,,,,,,
394,0.10013286,,,,,,,,,,,,,,,,,,
393,0.10195794,,,,,,,,,,,,,,,,,,
392,0.103531249,,,,,,,,,,,,,,,,,,
391,0.105494432,,,,,,,,,,,,,,,,,,
390,0.10736762,,,,,,,,,,,,,,,,,,
389,0.109245852,,,,,,,,,,,,,,,,,,
388,0.111102924,,,,,,,,,,,,,,,,,,
387,0.113346167,,,,,,,,,,,,,,,,,,
386,0.115680926,,,,,,,,,,,,,,,,,,
385,0.117820591,,,,,,,,,,,,,,,,,,
384,0.11995294,,,,,,,,,,,,,,,,,,
383,0.122364618,,,,,,,,,,,,,,,,,,
382,0.124667987,,,,,,,,,,,,,,,,,,
381,0.127132669,,,,,,,,,,,,,,,,,,
380,0.129969269,,,,,,,,,,,,,,,,,,
379,0.132390544,,,,,,,,,,,,,,,,,,
378,0.134622991,,,,,,,,,,,,,,,,,,
377,0.137519732,,,,,,,,,,,,,,,,,,
376,0.140645728,,,,,,,,,,,,,,,,,,
375,0.143735051,,,,,,,,,,,,,,,,,,
374,0.146640182,,,,,,,,,,,,,,,,,,
373,0.149759814,,,,,,,,,,,,,,,,,,
372,0.153011978,,,,,,,,,,,,,,,,,,
371,0.157023132,,,,,,,,,,,,,,,,,,
370,0.160374984,,,,,,,,,,,,,,,,,,
369,0.163670301,,,,,,,,,,,,,,,,,,
368,0.167276889,,,,,,,,,,,,,,,,,,
367,0.171028063,,,,,,,,,,,,,,,,,,
366,0.17520301,,,,,,,,,,,,,,,,,,
365,0.178699672,,,,,,,,,,,,,,,,,,
364,0.182772696,,,,,,,,,,,,,,,,,,
363,0.186410919,,,,,,,,,,,,,,,,,,
362,0.189436317,,,,,,,,,,,,,,,,,,
361,0.193673283,,,,,,,,,,,,,,,,,,
360,0.197587699,,,,,,,,,,,,,,,,,,
359,0.201314732,,,,,,,,,,,,,,,,,,
358,0.204413697,,,,,,,,,,,,,,,,,,
357,0.208767623,,,,,,,,,,,,,,,,,,
356,0.21301657,,,,,,,,,,,,,,,,,,
355,0.217164785,,,,,,,,,,,,,,,,,,
354,0.220772952,,,,,,,,,,,,,,,,,,
353,0.224452674,,,,,,,,,,,,,,,,,,
352,0.22882925,,,,,,,,,,,,,,,,,,
351,0.233171195,,,,,,,,,,,,,,,,,,
350,0.237221479,,,,,,,,,,,,,,,,,,
349,0.241056263,,,,,,,,,,,,,,,,,,
348,0.244861394,,,,,,,,,,,,,,,,,,
347,0.24889487,,,,,,,,,,,,,,,,,,
346,0.253196687,,,,,,,,,,,,,,,,,,
345,0.257282376,,,,,,,,,,,,,,,,,,
344,0.261072815,,,,,,,,,,,,,,,,,,
343,0.265392721,,,,,,,,,,,,,,,,,,
342,0.269869477,,,,,,,,,,,,,,,,,,
341,0.274515361,,,,,,,,,,,,,,,,,,
340,0.279350638,,,,,,,,,,,,,,,,,,
339,0.28341198,,,,,,,,,,,,,,,,,,
338,0.287579685,,,,,,,,,,,,,,,,,,
337,0.292374313,,,,,,,,,,,,,,,,,,
336,0.296935052,,,,,,,,,,,,,,,,,,
335,0.301988721,,,,,,,,,,,,,,,,,,
334,0.305555105,,,,,,,,,,,,,,,,,,
