0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,40min,,50min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
619.000061,0.001317937,619.000061,0.002125356,619.000061,0.00185423,619.000061,0.002501849,619.000061,0.002355372,619.000061,0.002281176,619.000061,0.001918239,619.000061,0.002710209,619.000061,0.002162453,619.000061,0.003096725,619.000061,0.003168453,619.000061,0.003270864,619.000061,0.003063173,619.000061,0.002892558,619.000061,0.002458294,619.000061,0.002953696,619.000061,0.00215072,619.000061,0.002103064,619.000061,0.002928677,619.000061,0.003016147
618.0027466,0.001479675,618.0027466,0.001882099,618.0027466,0.001911947,618.0027466,0.002457695,618.0027466,0.002145725,618.0027466,0.002152827,618.0027466,0.002309567,618.0027466,0.002651683,618.0027466,0.002591967,618.0027466,0.002900975,618.0027466,0.003063981,618.0027466,0.002698123,618.0027466,0.003240297,618.0027466,0.003066458,618.0027466,0.002634833,618.0027466,0.002741781,618.0027466,0.002138727,618.0027466,0.002485317,618.0027466,0.002971028,618.0027466,0.002399646
617.005249,0.001253835,617.005249,0.002374111,617.005249,0.001886077,617.005249,0.002353654,617.005249,0.002410838,617.005249,0.002218363,617.005249,0.002711798,617.005249,0.002693304,617.005249,0.002771843,617.005249,0.003667747,617.005249,0.003146264,617.005249,0.003044664,617.005249,0.003059549,617.005249,0.002664289,617.005249,0.002765513,617.005249,0.002750169,617.005249,0.002277819,617.005249,0.003271933,617.005249,0.002674447,617.005249,0.002802533
616.0074463,0.001326583,616.0074463,0.002151708,616.0074463,0.001563502,616.0074463,0.00246147,616.0074463,0.002442883,616.0074463,0.002613478,616.0074463,0.002312404,616.0074463,0.002632359,616.0074463,0.002956928,616.0074463,0.002737821,616.0074463,0.00291648,616.0074463,0.002995972,616.0074463,0.002451655,616.0074463,0.002826659,616.0074463,0.002621316,616.0074463,0.00248011,616.0074463,0.002160735,616.0074463,0.002989091,616.0074463,0.002647568,616.0074463,0.002827415
615.0093384,0.001443754,615.0093384,0.002928312,615.0093384,0.002007638,615.0093384,0.002616941,615.0093384,0.002503281,615.0093384,0.002482141,615.0093384,0.0021438,615.0093384,0.002567385,615.0093384,0.002456445,615.0093384,0.002932586,615.0093384,0.002871034,615.0093384,0.002904232,615.0093384,0.003420181,615.0093384,0.002888831,615.0093384,0.002791851,615.0093384,0.002976371,615.0093384,0.001566619,615.0093384,0.002568062,615.0093384,0.002125409,615.0093384,0.002703567
614.0109863,0.00157075,614.0109863,0.002370676,614.0109863,0.002011304,614.0109863,0.002647803,614.0109863,0.002547414,614.0109863,0.002279406,614.0109863,0.002729615,614.0109863,0.003199406,614.0109863,0.002615665,614.0109863,0.00324953,614.0109863,0.003383708,614.0109863,0.002982105,614.0109863,0.002758323,614.0109863,0.002626291,614.0109863,0.002573843,614.0109863,0.002387256,614.0109863,0.002437937,614.0109863,0.002913509,614.0109863,0.002687861,614.0109863,0.003005277
613.0123901,0.001316613,613.0123901,0.002467379,613.0123901,0.001864395,613.0123901,0.002705312,613.0123901,0.002547778,613.0123901,0.002641891,613.0123901,0.00251544,613.0123901,0.002838072,613.0123901,0.002679864,613.0123901,0.002579963,613.0123901,0.003395917,613.0123901,0.003140788,613.0123901,0.002909783,613.0123901,0.002956485,613.0123901,0.002930162,613.0123901,0.002835961,613.0123901,0.002386449,613.0123901,0.002628426,613.0123901,0.002947467,613.0123901,0.00202618
612.0135498,0.001371479,612.0135498,0.002642932,612.0135498,0.002012813,612.0135498,0.002436531,612.0135498,0.002553793,612.0135498,0.002757072,612.0135498,0.002609233,612.0135498,0.002955938,612.0135498,0.002567047,612.0135498,0.002905118,612.0135498,0.003153903,612.0135498,0.00301255,612.0135498,0.003184777,612.0135498,0.00304297,612.0135498,0.002697602,612.0135498,0.002590301,612.0135498,0.002336321,612.0135498,0.002792164,612.0135498,0.002739827,612.0135498,0.002710079
611.0143433,0.001758547,611.0143433,0.002056922,611.0143433,0.001979344,611.0143433,0.00249685,611.0143433,0.002442466,611.0143433,0.002464698,611.0143433,0.002330179,611.0143433,0.002778122,611.0143433,0.002314824,611.0143433,0.002908011,611.0143433,0.002874317,611.0143433,0.00328727,611.0143433,0.002685595,611.0143433,0.003149314,611.0143433,0.003033299,611.0143433,0.002729746,611.0143433,0.002257054,611.0143433,0.003084811,611.0143433,0.002854513,611.0143433,0.002744698
610.0149536,0.001595692,610.0149536,0.002303868,610.0149536,0.001742718,610.0149536,0.002461522,610.0149536,0.002531739,610.0149536,0.002466468,610.0149536,0.002697342,610.0149536,0.003004625,610.0149536,0.002740139,610.0149536,0.003232786,610.0149536,0.003270838,610.0149536,0.002785,610.0149536,0.003073809,610.0149536,0.002881665,610.0149536,0.002893313,610.0149536,0.002227391,610.0149536,0.001791218,610.0149536,0.002955364,610.0149536,0.002300589,610.0149536,0.002506353
609.0152588,0.001488428,609.0152588,0.001878642,609.0152588,0.001781081,609.0152588,0.002695701,609.0152588,0.002750091,609.0152588,0.002535853,609.0152588,0.002634989,609.0152588,0.003262205,609.0152588,0.002930944,609.0152588,0.003017268,609.0152588,0.0030955,609.0152588,0.003166341,609.0152588,0.002945956,609.0152588,0.003114454,609.0152588,0.002659132,609.0152588,0.002763298,609.0152588,0.002551684,609.0152588,0.003132444,609.0152588,0.002437208,609.0152588,0.003055717
608.0153809,0.001466896,608.0153809,0.002184488,608.0153809,0.002409225,608.0153809,0.002703671,608.0153809,0.002842215,608.0153809,0.00242781,608.0153809,0.002789455,608.0153809,0.003205951,608.0153809,0.002795707,608.0153809,0.002864623,608.0153809,0.003605281,608.0153809,0.002772703,608.0153809,0.003264682,608.0153809,0.00330425,608.0153809,0.002753503,608.0153809,0.002430492,608.0153809,0.002176605,608.0153809,0.002930657,608.0153809,0.003098029,608.0153809,0.002774136
607.0150757,0.001115019,607.0150757,0.002207331,607.0150757,0.001784616,607.0150757,0.002399906,607.0150757,0.002603139,607.0150757,0.002382675,607.0150757,0.002910226,607.0150757,0.002508254,607.0150757,0.002796463,607.0150757,0.003012471,607.0150757,0.002968813,607.0150757,0.002255076,607.0150757,0.003171348,607.0150757,0.003031604,607.0150757,0.002771661,607.0150757,0.002360369,607.0150757,0.002298013,607.0150757,0.002932977,607.0150757,0.00285691,607.0150757,0.002615327
606.0145874,0.001354756,606.0145874,0.001956513,606.0145874,0.001915353,606.0145874,0.002570562,606.0145874,0.002664419,606.0145874,0.002414092,606.0145874,0.002208008,606.0145874,0.002898838,606.0145874,0.002651397,606.0145874,0.00314702,606.0145874,0.002920285,606.0145874,0.002680151,606.0145874,0.003127073,606.0145874,0.003263561,606.0145874,0.002742119,606.0145874,0.002759729,606.0145874,0.002077209,606.0145874,0.002481958,606.0145874,0.002594545,606.0145874,0.002995789
605.013916,0.001309369,605.013916,0.002167734,605.013916,0.001757819,605.013916,0.002806155,605.013916,0.002774292,605.013916,0.002582098,605.013916,0.002594623,605.013916,0.002905144,605.013916,0.002774006,605.013916,0.002934879,605.013916,0.003201153,605.013916,0.00308442,605.013916,0.003197268,605.013916,0.003070134,605.013916,0.003013384,605.013916,0.002899776,605.013916,0.002491982,605.013916,0.003027173,605.013916,0.003141779,605.013916,0.002944757
604.0128174,0.001521547,604.0128174,0.001997834,604.0128174,0.001798575,604.0128174,0.002630015,604.0128174,0.002643115,604.0128174,0.002455456,604.0128174,0.002023866,604.0128174,0.002939597,604.0128174,0.002855608,604.0128174,0.003141727,604.0128174,0.002869835,604.0128174,0.002994903,604.0128174,0.003058481,604.0128174,0.002949709,604.0128174,0.002843179,604.0128174,0.002543742,604.0128174,0.002188833,604.0128174,0.002949995,604.0128174,0.002377209,604.0128174,0.002885704
603.0115356,0.001449649,603.0115356,0.002249794,603.0115356,0.002011617,603.0115356,0.002435724,603.0115356,0.00294692,603.0115356,0.002727323,603.0115356,0.002164794,603.0115356,0.003052902,603.0115356,0.002822751,603.0115356,0.002968813,603.0115356,0.003024019,603.0115356,0.00277114,603.0115356,0.003314031,603.0115356,0.003221624,603.0115356,0.003049435,603.0115356,0.003049122,603.0115356,0.002341812,603.0115356,0.002677051,603.0115356,0.002649574,603.0115356,0.002626369
602.0100098,0.000921067,602.0100098,0.002337049,602.0100098,0.001891771,602.0100098,0.002467301,602.0100098,0.002388063,602.0100098,0.002507941,602.0100098,0.002421927,602.0100098,0.002973999,602.0100098,0.00321607,602.0100098,0.003086975,602.0100098,0.003079258,602.0100098,0.002763324,602.0100098,0.002906551,602.0100098,0.003018284,602.0100098,0.00295685,602.0100098,0.003119408,602.0100098,0.002377912,602.0100098,0.002958518,602.0100098,0.002940952,602.0100098,0.002895268
601.0081787,0.001196206,601.0081787,0.002034945,601.0081787,0.001861665,601.0081787,0.002617905,601.0081787,0.002438275,601.0081787,0.002263871,601.0081787,0.002712684,601.0081787,0.003219955,601.0081787,0.002382493,601.0081787,0.003108405,601.0081787,0.002876688,601.0081787,0.003219095,601.0081787,0.003079467,601.0081787,0.002995998,601.0081787,0.002844299,601.0081787,0.002821292,601.0081787,0.002414196,601.0081787,0.003379299,601.0081787,0.002437676,601.0081787,0.002918982
600.0061035,0.001534068,600.0061035,0.00198106,600.0061035,0.001882463,600.0061035,0.0020525,600.0061035,0.002620796,600.0061035,0.002250471,600.0061035,0.002638687,600.0061035,0.002658767,600.0061035,0.002419428,600.0061035,0.003123553,600.0061035,0.003350968,600.0061035,0.003134426,600.0061035,0.003166237,600.0061035,0.003010282,600.0061035,0.00275887,600.0061035,0.002716565,600.0061035,0.002191408,600.0061035,0.002760381,600.0061035,0.002908949,600.0061035,0.00277002
599.0037842,0.001230445,599.0037842,0.002083738,599.0037842,0.001660286,599.0037842,0.00206977,599.0037842,0.002418595,599.0037842,0.002081163,599.0037842,0.002397928,599.0037842,0.002558298,599.0037842,0.00256801,599.0037842,0.00260353,599.0037842,0.003310275,599.0037842,0.002242274,599.0037842,0.002791304,599.0037842,0.003049956,599.0037842,0.001893175,599.0037842,0.002300225,599.0037842,0.002312144,599.0037842,0.002518798,599.0037842,0.002243679,599.0037842,0.002562282
598.0012207,0.000889446,598.0012207,0.001691027,598.0012207,0.001447156,598.0012207,0.002182094,598.0012207,0.00221792,598.0012207,0.002513045,598.0012207,0.001999628,598.0012207,0.002664315,598.0012207,0.002311675,598.0012207,0.002855529,598.0012207,0.003035567,598.0012207,0.002696508,598.0012207,0.002425884,598.0012207,0.003043178,598.0012207,0.002389937,598.0012207,0.00220309,598.0012207,0.002427524,598.0012207,0.002598061,598.0012207,0.001994765,598.0012207,0.002111882
596.998291,0.000943013,596.998291,0.001594704,596.998291,0.001452143,596.998291,0.002567151,596.998291,0.002521532,596.998291,0.001915509,596.998291,0.002273708,596.998291,0.002369583,596.998291,0.002510076,596.998291,0.002308839,596.998291,0.003084941,596.998291,0.002296425,596.998291,0.002751576,596.998291,0.002894277,596.998291,0.00257452,596.998291,0.002542258,596.998291,0.0020731,596.998291,0.002558324,596.998291,0.002510154,596.998291,0.002443586
595.9951172,0.000628007,595.9951172,0.001678138,595.9951172,0.001268088,595.9951172,0.001788931,595.9951172,0.002389286,595.9951172,0.001723928,595.9951172,0.002553298,595.9951172,0.002406491,595.9951172,0.002307277,595.9951172,0.002807197,595.9951172,0.002784687,595.9951172,0.002538873,595.9951172,0.003005981,595.9951172,0.002601993,595.9951172,0.002382519,595.9951172,0.002747746,595.9951172,0.002026362,595.9951172,0.002485655,595.9951172,0.002362243,595.9951172,0.002221511
594.9917603,0.000855312,594.9917603,0.001983869,594.9917603,0.001239505,594.9917603,0.002328982,594.9917603,0.002364013,594.9917603,0.002300979,594.9917603,0.002524917,594.9917603,0.002383299,594.9917603,0.002790236,594.9917603,0.002890812,594.9917603,0.002593009,594.9917603,0.002213341,594.9917603,0.002841381,594.9917603,0.002731126,594.9917603,0.00251596,594.9917603,0.002402405,594.9917603,0.001709452,594.9917603,0.002549497,594.9917603,0.002432522,594.9917603,0.002087795
593.9881592,0.001061767,593.9881592,0.001183253,593.9881592,0.001044252,593.9881592,0.00207492,593.9881592,0.001848017,593.9881592,0.002206082,593.9881592,0.002196482,593.9881592,0.002402275,593.9881592,0.002124316,593.9881592,0.002166771,593.9881592,0.002613191,593.9881592,0.002630744,593.9881592,0.00270203,593.9881592,0.002398136,593.9881592,0.002317843,593.9881592,0.002112922,593.9881592,0.001787995,593.9881592,0.002733367,593.9881592,0.002177594,593.9881592,0.001977732
592.9841309,0.000643873,592.9841309,0.001923179,592.9841309,0.001274682,592.9841309,0.00196486,592.9841309,0.001755246,592.9841309,0.001559735,592.9841309,0.00201107,592.9841309,0.00235165,592.9841309,0.002645068,592.9841309,0.003023888,592.9841309,0.00252575,592.9841309,0.002680515,592.9841309,0.003037808,592.9841309,0.002441841,592.9841309,0.002044646,592.9841309,0.002351754,592.9841309,0.001669459,592.9841309,0.00237307,592.9841309,0.001965822,592.9841309,0.002361228
592.0172119,0.000347581,592.0172119,0.00153664,592.0172119,0.001481389,592.0172119,0.001999888,592.0172119,0.002254348,592.0172119,0.001920657,592.0172119,0.001863147,592.0172119,0.002743708,592.0172119,0.00210681,592.0172119,0.002513175,592.0172119,0.002733158,592.0172119,0.002743474,592.0172119,0.002457461,592.0172119,0.002019444,592.0172119,0.002485213,592.0172119,0.002028209,592.0172119,0.001794052,592.0172119,0.002688876,592.0172119,0.00222838,592.0172119,0.002053775
591.0127563,0.000562115,591.0127563,0.001596965,591.0127563,0.001116861,591.0127563,0.001801174,591.0127563,0.001989174,591.0127563,0.001725513,591.0127563,0.00176728,591.0127563,0.002300485,591.0127563,0.001951729,591.0127563,0.002427082,591.0127563,0.002331194,591.0127563,0.002735737,591.0127563,0.002296712,591.0127563,0.002281644,591.0127563,0.0022027,591.0127563,0.002113443,591.0127563,0.001822359,591.0127563,0.002601212,591.0127563,0.001877342,591.0127563,0.00233757
590.0081177,0.000308282,590.0081177,0.001612917,590.0081177,0.000806682,590.0081177,0.001867202,590.0081177,0.001953757,590.0081177,0.001510066,590.0081177,0.001696069,590.0081177,0.002628192,590.0081177,0.001919929,590.0081177,0.002154882,590.0081177,0.002569234,590.0081177,0.00258603,590.0081177,0.002594389,590.0081177,0.002388323,590.0081177,0.001986365,590.0081177,0.002530098,590.0081177,0.001589872,590.0081177,0.002600639,590.0081177,0.002010238,590.0081177,0.002045322
589.0031738,0.000522382,589.0031738,0.001566775,589.0031738,0.001325804,589.0031738,0.001737962,589.0031738,0.001835695,589.0031738,0.001863719,589.0031738,0.001696069,589.0031738,0.001975522,589.0031738,0.001933189,589.0031738,0.002438353,589.0031738,0.002798808,589.0031738,0.001981971,589.0031738,0.002727844,589.0031738,0.002337336,589.0031738,0.002088003,589.0031738,0.00177804,589.0031738,0.001412562,589.0031738,0.002021109,589.0031738,0.001844117,589.0031738,0.001758417
587.9979858,0.000114871,587.9979858,0.001320274,587.9979858,0.000797217,587.9979858,0.001770191,587.9979858,0.001494195,587.9979858,0.001768215,587.9979858,0.002120908,587.9979858,0.002188963,587.9979858,0.001994999,587.9979858,0.002521611,587.9979858,0.002518304,587.9979858,0.001916081,587.9979858,0.002500053,587.9979858,0.00257538,587.9979858,0.00219734,587.9979858,0.001786462,587.9979858,0.001271229,587.9979858,0.002231034,587.9979858,0.001718496,587.9979858,0.001971465
586.9924927,0.000470629,586.9924927,0.001513287,586.9924927,0.001050765,586.9924927,0.001951339,586.9924927,0.002117397,586.9924927,0.0016204,586.9924927,0.001559735,586.9924927,0.002108604,586.9924927,0.00209331,586.9924927,0.00228828,586.9924927,0.002133238,586.9924927,0.00229489,586.9924927,0.002700051,586.9924927,0.002238892,586.9924927,0.00161497,586.9924927,0.001954277,586.9924927,0.001547265,586.9924927,0.001911322,586.9924927,0.001905577,586.9924927,0.00199864
585.9868164,0.000326363,585.9868164,0.001275175,585.9868164,0.000756451,585.9868164,0.001580441,585.9868164,0.001543394,585.9868164,0.00171964,585.9868164,0.001872974,585.9868164,0.001759196,585.9868164,0.002204573,585.9868164,0.002347798,585.9868164,0.002386267,585.9868164,0.002000694,585.9868164,0.002398344,585.9868164,0.00217533,585.9868164,0.001405317,585.9868164,0.001688506,585.9868164,0.001532717,585.9868164,0.002371144,585.9868164,0.001815081,585.9868164,0.00184209
585.0181274,0.000470085,585.0181274,0.001040931,585.0181274,0.000289217,585.0181274,0.001233845,585.0181274,0.001342864,585.0181274,0.001612424,585.0181274,0.001945254,585.0181274,0.002141407,585.0181274,0.001892057,585.0181274,0.002270871,585.0181274,0.002385069,585.0181274,0.002178166,585.0181274,0.001929055,585.0181274,0.001862107,585.0181274,0.001998328,585.0181274,0.0018404,585.0181274,0.001397759,585.0181274,0.002106029,585.0181274,0.001936309,585.0181274,0.001384567
584.0119019,0.000101226,584.0119019,0.000718723,584.0119019,0.000661424,584.0119019,0.001540797,584.0119019,0.001582857,584.0119019,0.001350783,584.0119019,0.001471337,584.0119019,0.001944136,584.0119019,0.001855192,584.0119019,0.002034035,584.0119019,0.002083347,584.0119019,0.001935425,584.0119019,0.002341474,584.0119019,0.002638218,584.0119019,0.002039626,584.0119019,0.001480012,584.0119019,0.00114227,584.0119019,0.001871726,584.0119019,0.001377348,584.0119019,0.001901755
583.0053711,-0.000109225,583.0053711,0.000805256,583.0053711,0.000495792,583.0053711,0.001389787,583.0053711,0.001736273,583.0053711,0.001334399,583.0053711,0.001710622,583.0053711,0.00194528,583.0053711,0.001845885,583.0053711,0.00171109,583.0053711,0.002187584,583.0053711,0.002345482,583.0053711,0.001769021,583.0053711,0.002033619,583.0053711,0.001480818,583.0053711,0.001752153,583.0053711,0.000962263,583.0053711,0.001959139,583.0053711,0.00178511,583.0053711,0.001664989
581.9987183,-0.000320764,581.9987183,0.000621501,581.9987183,0.00019828,581.9987183,0.001570205,581.9987183,0.001605461,581.9987183,0.001423496,581.9987183,0.00142682,581.9987183,0.001743108,581.9987183,0.001672577,581.9987183,0.001610085,581.9987183,0.00200743,581.9987183,0.002064386,581.9987183,0.001764317,581.9987183,0.001830911,581.9987183,0.001700902,581.9987183,0.002137271,581.9987183,0.001052218,581.9987183,0.00176034,581.9987183,0.001075287,581.9987183,0.001222709
