0min,,1min,,2min,,3min,,4min,,5min,,6min,,7min,,8min,,9min,,10min,,15min,,20min,,25min,,30min,,40min,,50min,,60min,,90min,,120min,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
477.0171814,0.009338042,477.0171814,0.01191502,477.0171814,0.011899775,477.0171814,0.013323614,477.0171814,0.013522839,477.0171814,0.013801164,477.0171814,0.013943989,477.0171814,0.014259845,477.0171814,0.014161631,477.0171814,0.014558291,477.0171814,0.014682755,477.0171814,0.014679783,477.0171814,0.0148713,477.0171814,0.014699732,477.0171814,0.014245294,477.0171814,0.014087289,477.0171814,0.013622832,477.0171814,0.014108574,477.0171814,0.013103805,477.0171814,0.012826219
475.9862366,0.009937171,475.9862366,0.011976351,475.9862366,0.012348727,475.9862366,0.013669793,475.9862366,0.014049882,475.9862366,0.014017398,475.9862366,0.014112237,475.9862366,0.014507487,475.9862366,0.014514875,475.9862366,0.014701419,475.9862366,0.015113341,475.9862366,0.015150357,475.9862366,0.01509801,475.9862366,0.015138643,475.9862366,0.014501197,475.9862366,0.014635016,475.9862366,0.013985771,475.9862366,0.014620585,475.9862366,0.013787883,475.9862366,0.013520062
474.9933167,0.010598027,474.9933167,0.012866748,474.9933167,0.012892452,474.9933167,0.014191825,474.9933167,0.014613786,474.9933167,0.014087316,474.9933167,0.014835942,474.9933167,0.015019462,474.9933167,0.01503168,474.9933167,0.015223916,474.9933167,0.015467092,474.9933167,0.015683029,474.9933167,0.015698301,474.9933167,0.01581536,474.9933167,0.015097528,474.9933167,0.01516132,474.9933167,0.014653838,474.9933167,0.015011583,474.9933167,0.014180245,474.9933167,0.013575611
474.0001831,0.010828462,474.0001831,0.013270233,474.0001831,0.013422548,474.0001831,0.014770429,474.0001831,0.014874648,474.0001831,0.015237911,474.0001831,0.015365439,474.0001831,0.015699428,474.0001831,0.015512965,474.0001831,0.015891582,474.0001831,0.016155202,474.0001831,0.016061742,474.0001831,0.016376132,474.0001831,0.016096072,474.0001831,0.015856087,474.0001831,0.015557044,474.0001831,0.014977392,474.0001831,0.015562732,474.0001831,0.014901062,474.0001831,0.014187921
473.0068665,0.011327584,473.0068665,0.013941824,473.0068665,0.014008067,473.0068665,0.015281346,473.0068665,0.015628766,473.0068665,0.015733326,473.0068665,0.015954847,473.0068665,0.016172076,473.0068665,0.016141985,473.0068665,0.016613984,473.0068665,0.016835874,473.0068665,0.016771324,473.0068665,0.016851563,473.0068665,0.016901888,473.0068665,0.016558072,473.0068665,0.016194269,473.0068665,0.015494051,473.0068665,0.016407503,473.0068665,0.015539551,473.0068665,0.014547504
472.0133362,0.01215635,472.0133362,0.014558398,472.0133362,0.014814031,472.0133362,0.016088845,472.0133362,0.016175594,472.0133362,0.016394412,472.0133362,0.016189514,472.0133362,0.017075324,472.0133362,0.016977225,472.0133362,0.017143017,472.0133362,0.017294029,472.0133362,0.017471557,472.0133362,0.017427875,472.0133362,0.017664418,472.0133362,0.016997952,472.0133362,0.017036179,472.0133362,0.016417127,472.0133362,0.016935879,472.0133362,0.01597899,472.0133362,0.015513447
470.9813843,0.012908773,470.9813843,0.015382335,470.9813843,0.01543485,470.9813843,0.016780069,470.9813843,0.016966699,470.9813843,0.017129634,470.9813843,0.017086148,470.9813843,0.017842582,470.9813843,0.01767318,470.9813843,0.017775644,470.9813843,0.018112248,470.9813843,0.018316841,470.9813843,0.018239543,470.9813843,0.018190602,470.9813843,0.017590929,470.9813843,0.017456278,470.9813843,0.017087737,470.9813843,0.017780578,470.9813843,0.016537096,470.9813843,0.016531343
469.9874878,0.013514187,469.9874878,0.016053978,469.9874878,0.01625618,469.9874878,0.017634572,469.9874878,0.017683722,469.9874878,0.017967209,469.9874878,0.018042676,469.9874878,0.018299047,469.9874878,0.018164365,469.9874878,0.018945016,469.9874878,0.018894561,469.9874878,0.018915055,469.9874878,0.019074287,469.9874878,0.018904105,469.9874878,0.018542871,469.9874878,0.018264379,469.9874878,0.017751319,469.9874878,0.018537845,469.9874878,0.01771586,469.9874878,0.016961666
468.9933777,0.014455673,468.9933777,0.016773771,468.9933777,0.017011115,468.9933777,0.018189251,468.9933777,0.018647594,468.9933777,0.018678077,468.9933777,0.018833922,468.9933777,0.019427003,468.9933777,0.019414578,468.9933777,0.019374004,468.9933777,0.019577513,468.9933777,0.019996148,468.9933777,0.019456457,468.9933777,0.019776214,468.9933777,0.019318519,468.9933777,0.019102445,468.9933777,0.018570103,468.9933777,0.01906666,468.9933777,0.018272696,468.9933777,0.017775049
467.999054,0.014912662,467.999054,0.017351329,467.999054,0.017761135,467.999054,0.018932441,467.999054,0.01911981,467.999054,0.019488728,467.999054,0.019564759,467.999054,0.020194363,467.999054,0.020056896,467.999054,0.020127984,467.999054,0.020311421,467.999054,0.020482859,467.999054,0.020436974,467.999054,0.020576516,467.999054,0.020129772,467.999054,0.019714179,467.999054,0.01953546,467.999054,0.019720273,467.999054,0.019210035,467.999054,0.01847199
467.0045776,0.015989974,467.0045776,0.018306823,467.0045776,0.018550517,467.0045776,0.01971239,467.0045776,0.020133434,467.0045776,0.020200601,467.0045776,0.020298699,467.0045776,0.021046435,467.0045776,0.020654285,467.0045776,0.021066651,467.0045776,0.021275304,467.0045776,0.021486752,467.0045776,0.021439727,467.0045776,0.021239068,467.0045776,0.020893868,467.0045776,0.020652466,467.0045776,0.020305941,467.0045776,0.020567479,467.0045776,0.019807208,467.0045776,0.01920541
466.0098877,0.016564688,466.0098877,0.018958751,466.0098877,0.019397877,466.0098877,0.020585474,466.0098877,0.020933146,466.0098877,0.021080591,466.0098877,0.021302709,466.0098877,0.021732645,466.0098877,0.021593902,466.0098877,0.021883683,466.0098877,0.021965798,466.0098877,0.02199831,466.0098877,0.022245366,466.0098877,0.02206721,466.0098877,0.021441331,466.0098877,0.021617925,466.0098877,0.021097792,466.0098877,0.021672642,466.0098877,0.020807475,466.0098877,0.020184439
465.0150452,0.017341388,465.0150452,0.01999829,465.0150452,0.020101711,465.0150452,0.021600811,465.0150452,0.021714929,465.0150452,0.021869445,465.0150452,0.02156901,465.0150452,0.022582781,465.0150452,0.022380093,465.0150452,0.022424085,465.0150452,0.023045814,465.0150452,0.022778552,465.0150452,0.023099208,465.0150452,0.023027634,465.0150452,0.02221131,465.0150452,0.022261141,465.0150452,0.02155236,465.0150452,0.022314522,465.0150452,0.021649621,465.0150452,0.020404851
463.981781,0.01829065,463.981781,0.020628251,463.981781,0.020959549,463.981781,0.022295611,463.981781,0.022613484,463.981781,0.022771485,463.981781,0.022996927,463.981781,0.023227839,463.981781,0.023063665,463.981781,0.023443408,463.981781,0.023615841,463.981781,0.024047883,463.981781,0.023950165,463.981781,0.023535272,463.981781,0.023319384,463.981781,0.023248838,463.981781,0.022602823,463.981781,0.023221338,463.981781,0.022383882,463.981781,0.021835908
462.9864807,0.019099226,462.9864807,0.021243744,462.9864807,0.021682791,462.9864807,0.022967014,462.9864807,0.023270359,462.9864807,0.023194032,462.9864807,0.023323838,462.9864807,0.024247136,462.9864807,0.023823209,462.9864807,0.023958946,462.9864807,0.024427338,462.9864807,0.024352012,462.9864807,0.02462901,462.9864807,0.024573864,462.9864807,0.023898607,462.9864807,0.023813611,462.9864807,0.023356507,462.9864807,0.023925848,462.9864807,0.022993296,462.9864807,0.022176629
461.9910583,0.019577893,461.9910583,0.022058604,461.9910583,0.022445455,461.9910583,0.023602422,461.9910583,0.02378509,461.9910583,0.023937665,461.9910583,0.024278067,461.9910583,0.024884092,461.9910583,0.02440053,461.9910583,0.025012098,461.9910583,0.024944348,461.9910583,0.025122782,461.9910583,0.025064448,461.9910583,0.025464883,461.9910583,0.024917535,461.9910583,0.024845496,461.9910583,0.02422595,461.9910583,0.024458228,461.9910583,0.023403192,461.9910583,0.023105269
460.9954224,0.020400781,460.9954224,0.022459658,460.9954224,0.022984972,460.9954224,0.024419917,460.9954224,0.024595698,460.9954224,0.024718387,460.9954224,0.02451659,460.9954224,0.025675498,460.9954224,0.025258433,460.9954224,0.025631724,460.9954224,0.025758771,460.9954224,0.025826156,460.9954224,0.025886955,460.9954224,0.026073968,460.9954224,0.025903551,460.9954224,0.025368685,460.9954224,0.024766726,460.9954224,0.025513938,460.9954224,0.024338979,460.9954224,0.023711244
459.9996033,0.020672528,459.9996033,0.02356047,459.9996033,0.023748234,459.9996033,0.025111264,459.9996033,0.025485663,459.9996033,0.025372719,459.9996033,0.025675416,459.9996033,0.026240027,459.9996033,0.026054425,459.9996033,0.026335869,459.9996033,0.02642832,459.9996033,0.026664145,459.9996033,0.026925161,459.9996033,0.026844857,459.9996033,0.026193887,459.9996033,0.026005063,459.9996033,0.025451159,459.9996033,0.026246874,459.9996033,0.025269764,459.9996033,0.024537791
459.0035706,0.021636562,459.0035706,0.024073083,459.0035706,0.024371507,459.0035706,0.02564908,459.0035706,0.026051622,459.0035706,0.025974063,459.0035706,0.026295988,459.0035706,0.026774673,459.0035706,0.02658923,459.0035706,0.027037602,459.0035706,0.026976366,459.0035706,0.027302178,459.0035706,0.027197523,459.0035706,0.027269486,459.0035706,0.026754851,459.0035706,0.026679561,459.0035706,0.026052529,459.0035706,0.026399545,459.0035706,0.02557376,459.0035706,0.025086826
458.0074158,0.0218897,458.0074158,0.024591671,458.0074158,0.024728773,458.0074158,0.026297528,458.0074158,0.026522581,458.0074158,0.026595339,458.0074158,0.026673421,458.0074158,0.027295314,458.0074158,0.027178729,458.0074158,0.02738047,458.0074158,0.027834795,458.0074158,0.027724909,458.0074158,0.027756806,458.0074158,0.027720025,458.0074158,0.027499923,458.0074158,0.027095238,458.0074158,0.026815064,458.0074158,0.027072618,458.0074158,0.026283255,458.0074158,0.025518028
457.0110779,0.022647409,457.0110779,0.025101746,457.0110779,0.025375463,457.0110779,0.026695112,457.0110779,0.027044654,457.0110779,0.026942816,457.0110779,0.027382841,457.0110779,0.027949458,457.0110779,0.027672596,457.0110779,0.028134683,457.0110779,0.028251497,457.0110779,0.028406091,457.0110779,0.028347066,457.0110779,0.02839639,457.0110779,0.027933447,457.0110779,0.027769526,457.0110779,0.027287209,457.0110779,0.027519889,457.0110779,0.026754657,457.0110779,0.026129827
456.0144653,0.023149472,456.0144653,0.025954688,456.0144653,0.026074382,456.0144653,0.027449651,456.0144653,0.027232138,456.0144653,0.027577011,456.0144653,0.027954869,456.0144653,0.0284054,456.0144653,0.028249646,456.0144653,0.028614901,456.0144653,0.028607767,456.0144653,0.02900905,456.0144653,0.028882433,456.0144653,0.028839525,456.0144653,0.028536523,456.0144653,0.028323855,456.0144653,0.027843185,456.0144653,0.028376825,456.0144653,0.027556738,456.0144653,0.026595036
455.0177307,0.023717558,455.0177307,0.026287023,455.0177307,0.026576763,455.0177307,0.027756281,455.0177307,0.028113417,455.0177307,0.028010529,455.0177307,0.028472753,455.0177307,0.028821461,455.0177307,0.028805416,455.0177307,0.028850729,455.0177307,0.029130502,455.0177307,0.029098835,455.0177307,0.029473061,455.0177307,0.029299671,455.0177307,0.028933838,455.0177307,0.028856566,455.0177307,0.028286997,455.0177307,0.029037915,455.0177307,0.028188044,455.0177307,0.027325664
453.9824219,0.024213715,453.9824219,0.026798517,453.9824219,0.027041899,453.9824219,0.028454153,453.9824219,0.028472284,453.9824219,0.028553359,453.9824219,0.028849816,453.9824219,0.029491013,453.9824219,0.029373007,453.9824219,0.029562997,453.9824219,0.029711433,453.9824219,0.029796399,453.9824219,0.03024449,453.9824219,0.030004993,453.9824219,0.029695356,453.9824219,0.029400317,453.9824219,0.028819054,453.9824219,0.029118875,453.9824219,0.028515542,453.9824219,0.027723169
452.9853516,0.024522178,452.9853516,0.027070249,452.9853516,0.027477723,452.9853516,0.028604615,452.9853516,0.028856095,452.9853516,0.029208323,452.9853516,0.029386744,452.9853516,0.029932547,452.9853516,0.029682469,452.9853516,0.029883407,452.9853516,0.030212963,452.9853516,0.03049542,452.9853516,0.030602178,452.9853516,0.030605678,452.9853516,0.030068683,452.9853516,0.029839985,452.9853516,0.029293634,452.9853516,0.029953875,452.9853516,0.0289451,452.9853516,0.028078841
451.9880371,0.025050901,451.9880371,0.027727861,451.9880371,0.027866591,451.9880371,0.029107969,451.9880371,0.02964375,451.9880371,0.029753789,451.9880371,0.029640535,451.9880371,0.030426005,451.9880371,0.030322233,451.9880371,0.030722769,451.9880371,0.030778451,451.9880371,0.030960327,451.9880371,0.031074151,451.9880371,0.031050099,451.9880371,0.030555544,451.9880371,0.030269163,451.9880371,0.029906202,451.9880371,0.030315792,451.9880371,0.029548753,451.9880371,0.028727585
450.9905396,0.025630297,450.9905396,0.028162109,450.9905396,0.028583631,450.9905396,0.029810457,450.9905396,0.030087687,450.9905396,0.030136682,450.9905396,0.030308215,450.9905396,0.03095057,450.9905396,0.030724492,450.9905396,0.031036364,450.9905396,0.031036949,450.9905396,0.031419221,450.9905396,0.031502381,450.9905396,0.031346068,450.9905396,0.030946957,450.9905396,0.030975478,450.9905396,0.030794678,450.9905396,0.030882943,450.9905396,0.030001802,450.9905396,0.029249355
449.9928284,0.026195042,449.9928284,0.02852718,449.9928284,0.029067641,449.9928284,0.030003162,449.9928284,0.03063526,449.9928284,0.030605178,449.9928284,0.030733021,449.9928284,0.031511396,449.9928284,0.031289645,449.9928284,0.0316284,449.9928284,0.031713437,449.9928284,0.031926267,449.9928284,0.032172486,449.9928284,0.031847652,449.9928284,0.031691939,449.9928284,0.031461075,449.9928284,0.030777756,449.9928284,0.031519357,449.9928284,0.030529495,449.9928284,0.029722437
448.9950256,0.026657788,448.9950256,0.02911046,448.9950256,0.02960797,448.9950256,0.03072427,448.9950256,0.031058969,448.9950256,0.03109342,448.9950256,0.031449053,448.9950256,0.031974107,448.9950256,0.03177036,448.9950256,0.032147229,448.9950256,0.032174911,448.9950256,0.03276797,448.9950256,0.032502387,448.9950256,0.032550264,448.9950256,0.032217313,448.9950256,0.031862359,448.9950256,0.031613115,448.9950256,0.031548336,448.9950256,0.031063862,448.9950256,0.030236607
447.9969788,0.027200665,447.9969788,0.029343732,447.9969788,0.02997623,447.9969788,0.030688126,447.9969788,0.031447385,447.9969788,0.031441372,447.9969788,0.031707227,447.9969788,0.032361332,447.9969788,0.032074373,447.9969788,0.032305058,447.9969788,0.032842509,447.9969788,0.03276585,447.9969788,0.0330838,447.9969788,0.03308221,447.9969788,0.032355003,447.9969788,0.032411452,447.9969788,0.031790774,447.9969788,0.032393992,447.9969788,0.031363901,447.9969788,0.030760834
446.9987183,0.02741226,446.9987183,0.029943807,446.9987183,0.030472567,446.9987183,0.031610861,446.9987183,0.031695057,446.9987183,0.031992387,446.9987183,0.032154504,446.9987183,0.032815762,446.9987183,0.032412373,446.9987183,0.03302528,446.9987183,0.033173006,446.9987183,0.033141408,446.9987183,0.03342941,446.9987183,0.033167418,446.9987183,0.03299576,446.9987183,0.032864816,446.9987183,0.032162365,446.9987183,0.032822631,446.9987183,0.031981658,446.9987183,0.03111119
446.0003357,0.027863279,446.0003357,0.030470625,446.0003357,0.030644177,446.0003357,0.032130171,446.0003357,0.032271151,446.0003357,0.032385651,446.0003357,0.032753512,446.0003357,0.033234395,446.0003357,0.03306042,446.0003357,0.033570196,446.0003357,0.033642385,446.0003357,0.033817768,446.0003357,0.033935759,446.0003357,0.033840071,446.0003357,0.033609826,446.0003357,0.033231881,446.0003357,0.032753289,446.0003357,0.033283971,446.0003357,0.03232098,446.0003357,0.031557325
445.0017395,0.028177107,445.0017395,0.030785121,445.0017395,0.030970668,445.0017395,0.032386154,445.0017395,0.032558773,445.0017395,0.032696042,445.0017395,0.033044945,445.0017395,0.033690918,445.0017395,0.033430863,445.0017395,0.033790823,445.0017395,0.034102526,445.0017395,0.0338136,445.0017395,0.034308042,445.0017395,0.034285858,445.0017395,0.033875193,445.0017395,0.033397652,445.0017395,0.033135597,445.0017395,0.033573583,445.0017395,0.032791141,445.0017395,0.031976055
444.0029602,0.028642856,444.0029602,0.031369496,444.0029602,0.031622775,444.0029602,0.032992825,444.0029602,0.032858592,444.0029602,0.033316255,444.0029602,0.033612318,444.0029602,0.033856891,444.0029602,0.033965904,444.0029602,0.034047201,444.0029602,0.034501214,444.0029602,0.034256723,444.0029602,0.034685608,444.0029602,0.034806751,444.0029602,0.034152593,444.0029602,0.034127306,444.0029602,0.03362152,444.0029602,0.033827338,444.0029602,0.033329867,444.0029602,0.032012615
443.0039978,0.028948892,443.0039978,0.031818043,443.0039978,0.031860996,443.0039978,0.033071622,443.0039978,0.03336405,443.0039978,0.03370871,443.0039978,0.033859212,443.0039978,0.034429558,443.0039978,0.03414873,443.0039978,0.034687515,443.0039978,0.034659393,443.0039978,0.035040915,443.0039978,0.035177171,443.0039978,0.034844112,443.0039978,0.034672964,443.0039978,0.034218911,443.0039978,0.033777282,443.0039978,0.034338467,443.0039978,0.033622161,443.0039978,0.032545578
442.0048828,0.029291751,442.0048828,0.031727221,442.0048828,0.032216839,442.0048828,0.033630833,442.0048828,0.03403113,442.0048828,0.034104764,442.0048828,0.034075562,442.0048828,0.034804873,442.0048828,0.034447629,442.0048828,0.035024975,442.0048828,0.035071868,442.0048828,0.03532875,442.0048828,0.035551619,442.0048828,0.035421927,442.0048828,0.035063252,442.0048828,0.034933258,442.0048828,0.034218576,442.0048828,0.035053849,442.0048828,0.033774957,442.0048828,0.033073436
441.0056152,0.029451536,441.0056152,0.032197323,441.0056152,0.032308042,441.0056152,0.03391986,441.0056152,0.034267146,441.0056152,0.034262493,441.0056152,0.034694836,441.0056152,0.035136811,441.0056152,0.035013948,441.0056152,0.035431728,441.0056152,0.035660468,441.0056152,0.035680421,441.0056152,0.035988055,441.0056152,0.03594863,441.0056152,0.035250328,441.0056152,0.035111099,441.0056152,0.034513768,441.0056152,0.03510268,441.0056152,0.034373209,441.0056152,0.033342052
440.0060425,0.029919541,440.0060425,0.032225203,440.0060425,0.033070195,440.0060425,0.034131423,440.0060425,0.034620173,440.0060425,0.034763452,440.0060425,0.034827139,440.0060425,0.035326418,440.0060425,0.034739055,440.0060425,0.035538357,440.0060425,0.03599849,440.0060425,0.036027037,440.0060425,0.036283977,440.0060425,0.036264982,440.0060425,0.035629138,440.0060425,0.035624556,440.0060425,0.03504055,440.0060425,0.035734747,440.0060425,0.034617368,440.0060425,0.033792727
439.0064087,0.030216238,439.0064087,0.032890532,439.0064087,0.033319831,439.0064087,0.034908541,439.0064087,0.035061792,439.0064087,0.03505009,439.0064087,0.03500668,439.0064087,0.035779439,439.0064087,0.035687193,439.0064087,0.035998687,439.0064087,0.036141858,439.0064087,0.03652164,439.0064087,0.036457956,439.0064087,0.036426451,439.0064087,0.035869874,439.0064087,0.035991572,439.0064087,0.035435829,439.0064087,0.035806056,439.0064087,0.035177059,439.0064087,0.033983007
438.0065918,0.030631648,438.0065918,0.033387195,438.0065918,0.03365441,438.0065918,0.034821868,438.0065918,0.035085842,438.0065918,0.035525605,438.0065918,0.035601348,438.0065918,0.036018007,438.0065918,0.036065795,438.0065918,0.036431436,438.0065918,0.03680753,438.0065918,0.036751404,438.0065918,0.03706155,438.0065918,0.036949754,438.0065918,0.036563288,438.0065918,0.03594562,438.0065918,0.035747789,438.0065918,0.036643662,438.0065918,0.035108659,438.0065918,0.034672711
437.0065002,0.030722214,437.0065002,0.033497687,437.0065002,0.033914626,437.0065002,0.035162576,437.0065002,0.035255075,437.0065002,0.035708692,437.0065002,0.035905104,437.0065002,0.036620315,437.0065002,0.036498159,437.0065002,0.036567397,437.0065002,0.036724504,437.0065002,0.037018895,437.0065002,0.037183043,437.0065002,0.037058871,437.0065002,0.036336914,437.0065002,0.036631156,437.0065002,0.036104243,437.0065002,0.036375895,437.0065002,0.03570788,437.0065002,0.034890141
436.0063171,0.031350769,436.0063171,0.033878773,436.0063171,0.033750225,436.0063171,0.035347,436.0063171,0.035764735,436.0063171,0.036151674,436.0063171,0.036325686,436.0063171,0.036709797,436.0063171,0.036337025,436.0063171,0.036792878,436.0063171,0.037252706,436.0063171,0.037008606,436.0063171,0.037420806,436.0063171,0.037324462,436.0063171,0.0366887,436.0063171,0.036615837,436.0063171,0.036319409,436.0063171,0.036950372,436.0063171,0.035853989,436.0063171,0.035036117
435.0058899,0.031304725,435.0058899,0.034081191,435.0058899,0.034494542,435.0058899,0.035575613,435.0058899,0.036040142,435.0058899,0.036173057,435.0058899,0.036182508,435.0058899,0.036778677,435.0058899,0.036808372,435.0058899,0.037107531,435.0058899,0.037392225,435.0058899,0.037427608,435.0058899,0.037747607,435.0058899,0.037761811,435.0058899,0.037226558,435.0058899,0.037292331,435.0058899,0.036475495,435.0058899,0.037017599,435.0058899,0.036157921,435.0058899,0.035214029
434.0053711,0.031635527,434.0053711,0.034419749,434.0053711,0.034677196,434.0053711,0.035901025,434.0053711,0.036495201,434.0053711,0.036387548,434.0053711,0.036509704,434.0053711,0.037153631,434.0053711,0.037183777,434.0053711,0.037458248,434.0053711,0.037720274,434.0053711,0.037863418,434.0053711,0.037913781,434.0053711,0.037921466,434.0053711,0.037479274,434.0053711,0.037465021,434.0053711,0.03699984,434.0053711,0.037374988,434.0053711,0.036529977,434.0053711,0.035422433
433.0046387,0.03181548,433.0046387,0.034931462,433.0046387,0.034785997,433.0046387,0.036375474,433.0046387,0.036616117,433.0046387,0.03644247,433.0046387,0.036832605,433.0046387,0.037518781,433.0046387,0.037172977,433.0046387,0.037882712,433.0046387,0.037937343,433.0046387,0.038082734,433.0046387,0.038391311,433.0046387,0.038131483,433.0046387,0.037803181,433.0046387,0.037653051,433.0046387,0.036829591,433.0046387,0.037659433,433.0046387,0.036764421,433.0046387,0.03577837
432.0037231,0.032172039,432.0037231,0.034691665,432.0037231,0.035175178,432.0037231,0.036705121,432.0037231,0.036934253,432.0037231,0.036988452,432.0037231,0.037275918,432.0037231,0.037693482,432.0037231,0.037648901,432.0037231,0.03808203,432.0037231,0.03789819,432.0037231,0.038540535,432.0037231,0.03859935,432.0037231,0.038753316,432.0037231,0.038172379,432.0037231,0.038108025,432.0037231,0.037272703,432.0037231,0.037938219,432.0037231,0.037056219,432.0037231,0.03597841
431.0026245,0.032638494,431.0026245,0.035004042,431.0026245,0.035437938,431.0026245,0.036720585,431.0026245,0.037295014,431.0026245,0.037231099,431.0026245,0.037639983,431.0026245,0.038237676,431.0026245,0.03792008,431.0026245,0.038252205,431.0026245,0.038482267,431.0026245,0.038750146,431.0026245,0.038930435,431.0026245,0.038936723,431.0026245,0.038346946,431.0026245,0.038031224,431.0026245,0.037505094,431.0026245,0.038259443,431.0026245,0.037488021,431.0026245,0.036334887
430.0013733,0.032753538,430.0013733,0.035527907,430.0013733,0.035789754,430.0013733,0.037229888,430.0013733,0.037384521,430.0013733,0.037684955,430.0013733,0.037891805,430.0013733,0.038373441,430.0013733,0.03842539,430.0013733,0.038213987,430.0013733,0.038962942,430.0013733,0.039052002,430.0013733,0.039328538,430.0013733,0.039245002,430.0013733,0.03858874,430.0013733,0.038671926,430.0013733,0.037675552,430.0013733,0.038459554,430.0013733,0.037621126,430.0013733,0.036645606
428.999939,0.033233613,428.999939,0.03599995,428.999939,0.036041718,428.999939,0.03736892,428.999939,0.037777849,428.999939,0.037932172,428.999939,0.038444959,428.999939,0.038885362,428.999939,0.038833559,428.999939,0.038972769,428.999939,0.039422635,428.999939,0.039356906,428.999939,0.039709702,428.999939,0.039657969,428.999939,0.039197344,428.999939,0.039176438,428.999939,0.038379889,428.999939,0.038431667,428.999939,0.037893135,428.999939,0.036868192
427.998291,0.033575624,427.998291,0.03609347,427.998291,0.036626708,427.998291,0.037784148,427.998291,0.038090762,427.998291,0.038316324,427.998291,0.038630474,427.998291,0.039211255,427.998291,0.03897965,427.998291,0.039301984,427.998291,0.039578594,427.998291,0.039998464,427.998291,0.0401452,427.998291,0.039922714,427.998291,0.038850967,427.998291,0.039364982,427.998291,0.03886215,427.998291,0.039444719,427.998291,0.03842273,427.998291,0.037296705
426.9965515,0.033915047,426.9965515,0.036738079,426.9965515,0.036917172,426.9965515,0.038231652,426.9965515,0.038636979,426.9965515,0.038762882,426.9965515,0.039045263,426.9965515,0.039610181,426.9965515,0.039256334,426.9965515,0.039642796,426.9965515,0.040137988,426.9965515,0.04007167,426.9965515,0.040477667,426.9965515,0.040319312,426.9965515,0.039300963,426.9965515,0.039654028,426.9965515,0.03910885,426.9965515,0.039253362,426.9965515,0.038577568,426.9965515,0.037281614
425.9945679,0.034076292,425.9945679,0.036968045,425.9945679,0.037231721,425.9945679,0.038541131,425.9945679,0.038728014,425.9945679,0.038983073,425.9945679,0.039158564,425.9945679,0.039774917,425.9945679,0.039871238,425.9945679,0.039989322,425.9945679,0.040396351,425.9945679,0.040328886,425.9945679,0.040665783,425.9945679,0.040739443,425.9945679,0.040180039,425.9945679,0.040050492,425.9945679,0.039496113,425.9945679,0.039906114,425.9945679,0.038999442,425.9945679,0.03802314
424.9924316,0.034398563,424.9924316,0.037389547,424.9924316,0.037376735,424.9924316,0.038967244,424.9924316,0.038827471,424.9924316,0.039398853,424.9924316,0.039660804,424.9924316,0.039888605,424.9924316,0.039588913,424.9924316,0.040475052,424.9924316,0.040725287,424.9924316,0.040630478,424.9924316,0.04121571,424.9924316,0.040927619,424.9924316,0.040018275,424.9924316,0.040404335,424.9924316,0.03981784,424.9924316,0.040111672,424.9924316,0.038848732,424.9924316,0.037758112
423.9901123,0.034913648,423.9901123,0.03767626,423.9901123,0.037807502,423.9901123,0.039438453,423.9901123,0.039781328,423.9901123,0.039951861,423.9901123,0.04015917,423.9901123,0.040929694,423.9901123,0.040468175,423.9901123,0.040973075,423.9901123,0.041046444,423.9901123,0.041248243,423.9901123,0.041486707,423.9901123,0.04167036,423.9901123,0.041078769,423.9901123,0.040978819,423.9901123,0.040132113,423.9901123,0.040567465,423.9901123,0.039724223,423.9901123,0.038586505
422.9876709,0.035399292,422.9876709,0.038071882,422.9876709,0.038444847,422.9876709,0.039864685,422.9876709,0.040203098,422.9876709,0.040291447,422.9876709,0.040702399,422.9876709,0.040730774,422.9876709,0.040890131,422.9876709,0.041257866,422.9876709,0.041621327,422.9876709,0.041808285,422.9876709,0.041945402,422.9876709,0.041875355,422.9876709,0.041251376,422.9876709,0.040683523,422.9876709,0.04062701,422.9876709,0.041067928,422.9876709,0.040074538,422.9876709,0.038940262
421.9849854,0.035901502,421.9849854,0.038293,421.9849854,0.038883071,421.9849854,0.04009651,421.9849854,0.040028524,421.9849854,0.04054166,421.9849854,0.040891211,421.9849854,0.041273266,421.9849854,0.041434389,421.9849854,0.041799307,421.9849854,0.041787937,421.9849854,0.042387117,421.9849854,0.042435322,421.9849854,0.042212002,421.9849854,0.042024955,421.9849854,0.04137687,421.9849854,0.04064529,421.9849854,0.041589618,421.9849854,0.040322296,421.9849854,0.039363623
420.9821777,0.036056288,420.9821777,0.038819205,420.9821777,0.039145675,420.9821777,0.04048463,420.9821777,0.040764011,420.9821777,0.040734924,420.9821777,0.041412406,420.9821777,0.042020392,420.9821777,0.041634604,420.9821777,0.04209394,420.9821777,0.042269349,420.9821777,0.042739041,420.9821777,0.042779945,420.9821777,0.042653505,420.9821777,0.042140488,420.9821777,0.041991163,420.9821777,0.041461729,420.9821777,0.041970719,420.9821777,0.041063376,420.9821777,0.039861366
