"","exp_mass","abundance","RT","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_RT","C13_mass2","C13_abund2","C13_RT2","S34_mass","S34_abund","S34_RT","tag"
"45",313.035295769521,2609902.5,65.2,"C16H10O7","O7","CHO",16,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.042572221681,313.03537622294,-0.256186344892805,0.26,313,312.685757761738,0.314242238262409,12,0.4375,0.625,5,24.1571271288538,23,1,34,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"46",313.050421745205,842159.6,19.8,"C20H10O4","O4","CHO",20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.057698197365,313.05063235604,-0.670611917011551,0.67,313,312.700866847622,0.299133152378261,16,0.2,0.5,12,24.1583006775538,24,1,42,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"47",313.071598711161,1634160.9,40.15,"C17H14O6","O6","CHO",17,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.078875163321,313.07176172824,-0.519032293191224,0.52,313,312.722020167189,0.277979832811411,11,0.352941176470588,0.823529411764706,5,24.1599260138769,23,1,36,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"48",313.086816686697,879665.8,20.77,"C21H14O3","O3","CHO",21,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314.094093138857,313.08701786134,-0.640491646717973,0.64,313,312.737221150197,0.262778849802999,15,0.142857142857143,0.666666666666667,12,24.1610995625769,24,1,44,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"49",315.014486587806,1933035.6,47.82,"C15H8O8","O8","CHO",15,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.021763039966,315.01464078144,-0.487920934280293,0.49,315,314.662738597873,0.337261402126501,12,0.533333333333333,0.533333333333333,4,24.3093782487385,23,0.9,32,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
"50",315.050860529332,2311150,57.53,"C16H12O7","O7","CHO",16,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.058136981492,315.05102628674,-0.524452271964224,0.52,315,314.699071923931,0.300928076068715,11,0.4375,0.75,4,24.3121771337615,23,0.9,34,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"51",315.066107504821,1501807,36.74,"C20H12O4","O4","CHO",20,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.073383956981,315.06628241984,-0.553400025739932,0.55,315,314.714301874511,0.28569812548858,15,0.2,0.6,11,24.3133506824615,24,1,42,0.3,0,0,0,0,0,0,0,0,0,"Unambiguous"
"52",315.087263470811,1042736.3,24.95,"C17H16O6","O6","CHO",17,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.094539922971,315.08741179204,-0.469230594337525,0.47,315,314.735434217561,0.264565782439206,10,0.352941176470588,0.941176470588235,4,24.3149760187846,23,0.9,36,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"53",315.102404446471,783409.3,18.29,"C21H16O3","O3","CHO",21,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.109680898631,315.10266792514,-0.833503954810391,0.83,315,314.750558286672,0.249441713328224,14,0.142857142857143,0.761904761904762,11,24.3161495674846,24,1,44,0.4,0,0,0,0,0,0,0,0,0,"Unambiguous"
"54",316.993848405816,860907.7,20.28,"C14H6O9","O9","CHO",14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.001124857976,316.99390533994,-0.179037492177777,0.18,317,316.639890242795,0.360109757205407,12,0.642857142857143,0.428571428571429,3,24.4616293686231,23,0.9,30,0.2,0,0,0,0,0,0,0,0,0,"Unambiguous"
